*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.18um 1P6M Logic Low Leakage Salicide, Dual Voltage (1.8V/5V)
Version: 	1.3
Date: 		2007-06-21
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.266	7.014	5.69E-02	3.55E-02	1.81E-03	8.69E-03	1.69E-02
0.266	10.014	5.51E-02	4.13E-02	1.81E-03	5.76E-03	1.97E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.266	0.274	2.13E-01	9.91E-03	2.33E-03	9.20E-02	3.79E-03
0.266	0.294	2.03E-01	1.01E-02	2.33E-03	8.70E-02	3.89E-03
0.266	0.394	1.68E-01	1.10E-02	2.33E-03	6.94E-02	4.35E-03
0.266	0.494	1.46E-01	1.19E-02	2.33E-03	5.85E-02	4.79E-03
0.266	0.594	1.32E-01	1.27E-02	2.33E-03	5.12E-02	5.21E-03
0.266	0.694	1.21E-01	1.35E-02	2.33E-03	4.57E-02	5.61E-03
0.266	0.814	1.11E-01	1.45E-02	2.33E-03	4.08E-02	6.08E-03
0.266	1.014	1.00E-01	1.59E-02	2.33E-03	3.51E-02	6.81E-03
0.266	1.214	9.26E-02	1.74E-02	2.33E-03	3.10E-02	7.51E-03
0.266	1.414	8.69E-02	1.87E-02	2.33E-03	2.79E-02	8.16E-03
0.266	1.614	8.26E-02	1.99E-02	2.33E-03	2.55E-02	8.79E-03
0.266	1.814	7.92E-02	2.11E-02	2.33E-03	2.35E-02	9.41E-03
0.266	2.014	7.65E-02	2.23E-02	2.33E-03	2.19E-02	1.00E-02
0.266	2.514	7.15E-02	2.51E-02	2.33E-03	1.86E-02	1.14E-02
0.266	3.014	6.83E-02	2.76E-02	2.33E-03	1.63E-02	1.27E-02
0.266	4.014	6.42E-02	3.21E-02	2.33E-03	1.28E-02	1.49E-02
0.266	5.014	6.19E-02	3.58E-02	2.33E-03	1.05E-02	1.67E-02
0.266	7.014	5.97E-02	4.17E-02	2.33E-03	7.37E-03	1.97E-02
0.266	10.014	5.85E-02	4.73E-02	2.33E-03	4.65E-03	2.25E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.266	0.274	2.13E-01	1.28E-02	3.72E-03	9.16E-02	4.52E-03
0.266	0.294	2.03E-01	1.30E-02	3.72E-03	8.66E-02	4.67E-03
0.266	0.394	1.68E-01	1.44E-02	3.72E-03	6.89E-02	5.36E-03
0.266	0.494	1.47E-01	1.57E-02	3.72E-03	5.79E-02	6.00E-03
0.266	0.594	1.32E-01	1.70E-02	3.72E-03	5.04E-02	6.64E-03
0.266	0.694	1.22E-01	1.83E-02	3.72E-03	4.49E-02	7.28E-03
0.266	0.814	1.12E-01	1.97E-02	3.72E-03	3.99E-02	8.00E-03
0.266	1.014	1.02E-01	2.20E-02	3.72E-03	3.39E-02	9.14E-03
0.266	1.214	9.42E-02	2.42E-02	3.72E-03	2.96E-02	1.02E-02
0.266	1.414	8.88E-02	2.62E-02	3.72E-03	2.62E-02	1.12E-02
0.266	1.614	8.48E-02	2.81E-02	3.72E-03	2.37E-02	1.22E-02
0.266	1.814	8.18E-02	2.99E-02	3.72E-03	2.15E-02	1.31E-02
0.266	2.014	7.94E-02	3.16E-02	3.72E-03	1.97E-02	1.39E-02
0.266	2.514	7.52E-02	3.55E-02	3.72E-03	1.62E-02	1.59E-02
0.266	3.014	7.26E-02	3.89E-02	3.72E-03	1.37E-02	1.76E-02
0.266	4.014	6.97E-02	4.44E-02	3.72E-03	1.02E-02	2.03E-02
0.266	5.014	6.83E-02	4.86E-02	3.72E-03	7.92E-03	2.24E-02
0.266	7.014	6.70E-02	5.43E-02	3.72E-03	5.18E-03	2.53E-02
0.266	10.014	6.65E-02	5.91E-02	3.72E-03	3.05E-03	2.77E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.266	0.274	2.15E-01	2.41E-02	9.47E-03	8.94E-02	7.29E-03
0.266	0.294	2.06E-01	2.47E-02	9.47E-03	8.43E-02	7.63E-03
0.266	0.394	1.71E-01	2.80E-02	9.47E-03	6.60E-02	9.28E-03
0.266	0.494	1.51E-01	3.12E-02	9.47E-03	5.46E-02	1.08E-02
0.266	0.594	1.37E-01	3.42E-02	9.47E-03	4.66E-02	1.23E-02
0.266	0.694	1.27E-01	3.69E-02	9.47E-03	4.06E-02	1.37E-02
0.266	0.814	1.19E-01	4.02E-02	9.47E-03	3.52E-02	1.53E-02
0.266	1.014	1.10E-01	4.50E-02	9.47E-03	2.86E-02	1.77E-02
0.266	1.214	1.04E-01	4.91E-02	9.47E-03	2.39E-02	1.98E-02
0.266	1.414	1.01E-01	5.29E-02	9.47E-03	2.04E-02	2.17E-02
0.266	1.614	9.80E-02	5.63E-02	9.47E-03	1.76E-02	2.34E-02
0.266	1.814	9.61E-02	5.93E-02	9.47E-03	1.54E-02	2.49E-02
0.266	2.014	9.47E-02	6.19E-02	9.47E-03	1.36E-02	2.62E-02
0.266	2.514	9.27E-02	6.73E-02	9.47E-03	1.03E-02	2.89E-02
0.266	3.014	9.16E-02	7.13E-02	9.47E-03	8.14E-03	3.09E-02
0.266	4.014	9.07E-02	7.69E-02	9.47E-03	5.47E-03	3.37E-02
0.266	5.014	9.03E-02	8.03E-02	9.47E-03	3.95E-03	3.54E-02
0.266	7.014	9.01E-02	8.40E-02	9.47E-03	2.39E-03	3.73E-02
0.266	10.014	9.00E-02	8.65E-02	9.47E-03	1.39E-03	3.85E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M5-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.266	0.274	2.12E-01	7.41E-03	1.30E-03	9.23E-02	3.05E-03
0.266	0.294	2.03E-01	7.53E-03	1.30E-03	8.74E-02	3.11E-03
0.266	0.394	1.67E-01	8.12E-03	1.30E-03	6.98E-02	3.41E-03
0.266	0.494	1.46E-01	8.67E-03	1.30E-03	5.90E-02	3.68E-03
0.266	0.594	1.31E-01	9.17E-03	1.30E-03	5.17E-02	3.93E-03
0.266	0.694	1.20E-01	9.64E-03	1.30E-03	4.63E-02	4.17E-03
0.266	0.814	1.11E-01	1.02E-02	1.30E-03	4.16E-02	4.43E-03
0.266	1.014	9.97E-02	1.10E-02	1.30E-03	3.59E-02	4.84E-03
0.266	1.214	9.19E-02	1.17E-02	1.30E-03	3.20E-02	5.20E-03
0.266	1.414	8.61E-02	1.24E-02	1.30E-03	2.91E-02	5.57E-03
0.266	1.614	8.17E-02	1.31E-02	1.30E-03	2.69E-02	5.91E-03
0.266	1.814	7.81E-02	1.38E-02	1.30E-03	2.51E-02	6.24E-03
0.266	2.014	7.51E-02	1.44E-02	1.30E-03	2.36E-02	6.56E-03
0.266	2.514	6.96E-02	1.60E-02	1.30E-03	2.08E-02	7.36E-03
0.266	3.014	6.59E-02	1.75E-02	1.30E-03	1.88E-02	8.12E-03
0.266	4.014	6.06E-02	2.05E-02	1.30E-03	1.58E-02	9.61E-03
0.266	5.014	5.73E-02	2.32E-02	1.30E-03	1.36E-02	1.10E-02
0.266	7.014	5.35E-02	2.82E-02	1.30E-03	1.04E-02	1.34E-02
0.266	10.014	5.08E-02	3.38E-02	1.30E-03	7.19E-03	1.62E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M5-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.266	0.274	2.12E-01	7.67E-03	1.41E-03	9.23E-02	3.13E-03
0.266	0.294	2.03E-01	7.80E-03	1.41E-03	8.74E-02	3.20E-03
0.266	0.394	1.67E-01	8.41E-03	1.41E-03	6.98E-02	3.50E-03
0.266	0.494	1.46E-01	9.00E-03	1.41E-03	5.90E-02	3.80E-03
0.266	0.594	1.31E-01	9.53E-03	1.41E-03	5.16E-02	4.06E-03
0.266	0.694	1.21E-01	1.00E-02	1.41E-03	4.63E-02	4.31E-03
0.266	0.814	1.11E-01	1.06E-02	1.41E-03	4.15E-02	4.59E-03
0.266	1.014	9.97E-02	1.15E-02	1.41E-03	3.59E-02	5.02E-03
0.266	1.214	9.20E-02	1.22E-02	1.41E-03	3.19E-02	5.42E-03
0.266	1.414	8.62E-02	1.30E-02	1.41E-03	2.90E-02	5.81E-03
0.266	1.614	8.18E-02	1.38E-02	1.41E-03	2.68E-02	6.19E-03
0.266	1.814	7.82E-02	1.45E-02	1.41E-03	2.50E-02	6.54E-03
0.266	2.014	7.52E-02	1.52E-02	1.41E-03	2.35E-02	6.89E-03
0.266	2.514	6.97E-02	1.69E-02	1.41E-03	2.06E-02	7.75E-03
0.266	3.014	6.61E-02	1.85E-02	1.41E-03	1.86E-02	8.57E-03
0.266	4.014	6.09E-02	2.17E-02	1.41E-03	1.55E-02	1.01E-02
0.266	5.014	5.76E-02	2.46E-02	1.41E-03	1.33E-02	1.16E-02
0.266	7.014	5.40E-02	2.97E-02	1.41E-03	1.01E-02	1.42E-02
0.266	10.014	5.16E-02	3.54E-02	1.41E-03	6.86E-03	1.70E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.266	0.274	2.12E-01	8.35E-03	1.70E-03	9.22E-02	3.33E-03
0.266	0.294	2.03E-01	8.50E-03	1.70E-03	8.72E-02	3.40E-03
0.266	0.394	1.67E-01	9.21E-03	1.70E-03	6.96E-02	3.76E-03
0.266	0.494	1.46E-01	9.88E-03	1.70E-03	5.88E-02	4.09E-03
0.266	0.594	1.31E-01	1.05E-02	1.70E-03	5.15E-02	4.40E-03
0.266	0.694	1.21E-01	1.11E-02	1.70E-03	4.61E-02	4.69E-03
0.266	0.814	1.11E-01	1.17E-02	1.70E-03	4.13E-02	5.01E-03
0.266	1.014	9.99E-02	1.27E-02	1.70E-03	3.56E-02	5.52E-03
0.266	1.214	9.22E-02	1.37E-02	1.70E-03	3.17E-02	6.01E-03
0.266	1.414	8.65E-02	1.47E-02	1.70E-03	2.87E-02	6.48E-03
0.266	1.614	8.20E-02	1.56E-02	1.70E-03	2.65E-02	6.93E-03
0.266	1.814	7.85E-02	1.64E-02	1.70E-03	2.46E-02	7.35E-03
0.266	2.014	7.56E-02	1.73E-02	1.70E-03	2.30E-02	7.78E-03
0.266	2.514	7.03E-02	1.93E-02	1.70E-03	2.01E-02	8.78E-03
0.266	3.014	6.66E-02	2.13E-02	1.70E-03	1.79E-02	9.78E-03
0.266	4.014	6.18E-02	2.49E-02	1.70E-03	1.48E-02	1.16E-02
0.266	5.014	5.89E-02	2.83E-02	1.70E-03	1.25E-02	1.33E-02
0.266	7.014	5.57E-02	3.37E-02	1.70E-03	9.10E-03	1.60E-02
0.266	10.014	5.37E-02	3.97E-02	1.70E-03	5.94E-03	1.90E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.266	0.274	2.13E-01	9.72E-03	2.33E-03	9.20E-02	3.70E-03
0.266	0.294	2.03E-01	9.91E-03	2.33E-03	8.70E-02	3.79E-03
0.266	0.394	1.68E-01	1.08E-02	2.33E-03	6.94E-02	4.24E-03
0.266	0.494	1.46E-01	1.17E-02	2.33E-03	5.85E-02	4.67E-03
0.266	0.594	1.32E-01	1.25E-02	2.33E-03	5.11E-02	5.08E-03
0.266	0.694	1.21E-01	1.33E-02	2.33E-03	4.58E-02	5.48E-03
0.266	0.814	1.12E-01	1.42E-02	2.33E-03	4.09E-02	5.91E-03
0.266	1.014	1.00E-01	1.56E-02	2.33E-03	3.51E-02	6.62E-03
0.266	1.214	9.27E-02	1.68E-02	2.33E-03	3.10E-02	7.26E-03
0.266	1.414	8.71E-02	1.81E-02	2.33E-03	2.80E-02	7.90E-03
0.266	1.614	8.29E-02	1.93E-02	2.33E-03	2.57E-02	8.51E-03
0.266	1.814	7.95E-02	2.06E-02	2.33E-03	2.37E-02	9.11E-03
0.266	2.014	7.66E-02	2.17E-02	2.33E-03	2.21E-02	9.67E-03
0.266	2.514	7.17E-02	2.44E-02	2.33E-03	1.90E-02	1.10E-02
0.266	3.014	6.83E-02	2.70E-02	2.33E-03	1.66E-02	1.23E-02
0.266	4.014	6.41E-02	3.15E-02	2.33E-03	1.32E-02	1.46E-02
0.266	5.014	6.17E-02	3.54E-02	2.33E-03	1.08E-02	1.65E-02
0.266	7.014	5.93E-02	4.15E-02	2.33E-03	7.48E-03	1.96E-02
0.266	10.014	5.80E-02	4.72E-02	2.33E-03	4.59E-03	2.24E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.266	0.274	2.13E-01	1.26E-02	3.72E-03	9.16E-02	4.44E-03
0.266	0.294	2.03E-01	1.29E-02	3.72E-03	8.66E-02	4.58E-03
0.266	0.394	1.68E-01	1.42E-02	3.72E-03	6.88E-02	5.26E-03
0.266	0.494	1.47E-01	1.55E-02	3.72E-03	5.79E-02	5.89E-03
0.266	0.594	1.32E-01	1.67E-02	3.72E-03	5.03E-02	6.51E-03
0.266	0.694	1.22E-01	1.80E-02	3.72E-03	4.49E-02	7.13E-03
0.266	0.814	1.13E-01	1.94E-02	3.72E-03	3.99E-02	7.82E-03
0.266	1.014	1.02E-01	2.16E-02	3.72E-03	3.39E-02	8.94E-03
0.266	1.214	9.44E-02	2.37E-02	3.72E-03	2.96E-02	9.98E-03
0.266	1.414	8.91E-02	2.56E-02	3.72E-03	2.64E-02	1.10E-02
0.266	1.614	8.50E-02	2.75E-02	3.72E-03	2.38E-02	1.19E-02
0.266	1.814	8.20E-02	2.92E-02	3.72E-03	2.17E-02	1.27E-02
0.266	2.014	7.95E-02	3.09E-02	3.72E-03	2.00E-02	1.36E-02
0.266	2.514	7.53E-02	3.48E-02	3.72E-03	1.66E-02	1.55E-02
0.266	3.014	7.26E-02	3.81E-02	3.72E-03	1.40E-02	1.72E-02
0.266	4.014	6.96E-02	4.38E-02	3.72E-03	1.06E-02	2.00E-02
0.266	5.014	6.81E-02	4.82E-02	3.72E-03	8.21E-03	2.23E-02
0.266	7.014	6.68E-02	5.43E-02	3.72E-03	5.23E-03	2.53E-02
0.266	10.014	6.61E-02	5.92E-02	3.72E-03	2.90E-03	2.77E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.266	0.274	2.15E-01	2.39E-02	9.47E-03	8.94E-02	7.19E-03
0.266	0.294	2.06E-01	2.45E-02	9.47E-03	8.43E-02	7.53E-03
0.266	0.394	1.71E-01	2.78E-02	9.47E-03	6.60E-02	9.16E-03
0.266	0.494	1.51E-01	3.10E-02	9.47E-03	5.45E-02	1.07E-02
0.266	0.594	1.37E-01	3.39E-02	9.47E-03	4.66E-02	1.22E-02
0.266	0.694	1.27E-01	3.67E-02	9.47E-03	4.06E-02	1.36E-02
0.266	0.814	1.19E-01	3.97E-02	9.47E-03	3.52E-02	1.51E-02
0.266	1.014	1.10E-01	4.45E-02	9.47E-03	2.86E-02	1.75E-02
0.266	1.214	1.05E-01	4.87E-02	9.47E-03	2.40E-02	1.96E-02
0.266	1.414	1.01E-01	5.24E-02	9.47E-03	2.05E-02	2.15E-02
0.266	1.614	9.81E-02	5.57E-02	9.47E-03	1.78E-02	2.31E-02
0.266	1.814	9.63E-02	5.86E-02	9.47E-03	1.56E-02	2.46E-02
0.266	2.014	9.49E-02	6.13E-02	9.47E-03	1.38E-02	2.59E-02
0.266	2.514	9.28E-02	6.66E-02	9.47E-03	1.06E-02	2.86E-02
0.266	3.014	9.17E-02	7.08E-02	9.47E-03	8.42E-03	3.07E-02
0.266	4.014	9.07E-02	7.65E-02	9.47E-03	5.75E-03	3.35E-02
0.266	5.014	9.03E-02	8.01E-02	9.47E-03	4.13E-03	3.53E-02
0.266	7.014	9.01E-02	8.42E-02	9.47E-03	2.40E-03	3.74E-02
0.266	10.014	9.00E-02	8.68E-02	9.47E-03	1.26E-03	3.87E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M6-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.418	0.462	2.55E-01	6.54E-03	1.67E-03	1.12E-01	2.43E-03
0.418	0.482	2.47E-01	6.61E-03	1.67E-03	1.08E-01	2.47E-03
0.418	0.582	2.18E-01	6.94E-03	1.67E-03	9.38E-02	2.64E-03
0.418	0.682	1.96E-01	7.28E-03	1.67E-03	8.35E-02	2.81E-03
0.418	0.822	1.75E-01	7.75E-03	1.67E-03	7.32E-02	3.04E-03
0.418	1.022	1.53E-01	8.39E-03	1.67E-03	6.29E-02	3.36E-03
0.418	1.222	1.38E-01	9.04E-03	1.67E-03	5.58E-02	3.69E-03
0.418	1.422	1.26E-01	9.72E-03	1.67E-03	5.05E-02	4.02E-03
0.418	1.622	1.17E-01	1.04E-02	1.67E-03	4.63E-02	4.35E-03
0.418	1.822	1.10E-01	1.10E-02	1.67E-03	4.29E-02	4.68E-03
0.418	2.022	1.04E-01	1.17E-02	1.67E-03	4.00E-02	5.00E-03
0.418	2.522	9.26E-02	1.33E-02	1.67E-03	3.44E-02	5.80E-03
0.418	3.022	8.46E-02	1.48E-02	1.67E-03	3.03E-02	6.55E-03
0.418	4.022	7.40E-02	1.78E-02	1.67E-03	2.44E-02	8.08E-03
0.418	5.022	6.75E-02	2.07E-02	1.67E-03	2.04E-02	9.50E-03
0.418	7.022	6.01E-02	2.59E-02	1.67E-03	1.50E-02	1.21E-02
0.418	10.022	5.52E-02	3.23E-02	1.67E-03	1.01E-02	1.53E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M6-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.418	0.462	2.55E-01	6.76E-03	1.78E-03	1.12E-01	2.49E-03
0.418	0.482	2.47E-01	6.83E-03	1.78E-03	1.08E-01	2.53E-03
0.418	0.582	2.18E-01	7.18E-03	1.78E-03	9.38E-02	2.70E-03
0.418	0.682	1.96E-01	7.54E-03	1.78E-03	8.35E-02	2.88E-03
0.418	0.822	1.75E-01	8.04E-03	1.78E-03	7.31E-02	3.13E-03
0.418	1.022	1.53E-01	8.71E-03	1.78E-03	6.29E-02	3.47E-03
0.418	1.222	1.38E-01	9.40E-03	1.78E-03	5.57E-02	3.81E-03
0.418	1.422	1.26E-01	1.01E-02	1.78E-03	5.04E-02	4.17E-03
0.418	1.622	1.17E-01	1.08E-02	1.78E-03	4.62E-02	4.52E-03
0.418	1.822	1.10E-01	1.15E-02	1.78E-03	4.28E-02	4.87E-03
0.418	2.022	1.04E-01	1.22E-02	1.78E-03	3.99E-02	5.20E-03
0.418	2.522	9.28E-02	1.39E-02	1.78E-03	3.43E-02	6.06E-03
0.418	3.022	8.47E-02	1.55E-02	1.78E-03	3.01E-02	6.85E-03
0.418	4.022	7.42E-02	1.87E-02	1.78E-03	2.42E-02	8.46E-03
0.418	5.022	6.78E-02	2.17E-02	1.78E-03	2.02E-02	9.95E-03
0.418	7.022	6.06E-02	2.72E-02	1.78E-03	1.47E-02	1.27E-02
0.418	10.022	5.60E-02	3.38E-02	1.78E-03	9.71E-03	1.60E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.418	0.462	2.55E-01	7.33E-03	2.06E-03	1.12E-01	2.64E-03
0.418	0.482	2.47E-01	7.41E-03	2.06E-03	1.08E-01	2.68E-03
0.418	0.582	2.18E-01	7.81E-03	2.06E-03	9.37E-02	2.88E-03
0.418	0.682	1.96E-01	8.16E-03	2.06E-03	8.34E-02	3.05E-03
0.418	0.822	1.75E-01	8.74E-03	2.06E-03	7.29E-02	3.34E-03
0.418	1.022	1.53E-01	9.54E-03	2.06E-03	6.27E-02	3.74E-03
0.418	1.222	1.38E-01	1.03E-02	2.06E-03	5.56E-02	4.14E-03
0.418	1.422	1.26E-01	1.11E-02	2.06E-03	5.02E-02	4.55E-03
0.418	1.622	1.17E-01	1.20E-02	2.06E-03	4.60E-02	4.95E-03
0.418	1.822	1.10E-01	1.28E-02	2.06E-03	4.25E-02	5.35E-03
0.418	2.022	1.04E-01	1.36E-02	2.06E-03	3.96E-02	5.75E-03
0.418	2.522	9.30E-02	1.55E-02	2.06E-03	3.39E-02	6.70E-03
0.418	3.022	8.51E-02	1.74E-02	2.06E-03	2.97E-02	7.65E-03
0.418	4.022	7.48E-02	2.10E-02	2.06E-03	2.37E-02	9.48E-03
0.418	5.022	6.86E-02	2.44E-02	2.06E-03	1.95E-02	1.12E-02
0.418	7.022	6.19E-02	3.05E-02	2.06E-03	1.39E-02	1.42E-02
0.418	10.022	5.76E-02	3.75E-02	2.06E-03	8.85E-03	1.77E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.418	0.462	2.55E-01	8.39E-03	2.60E-03	1.12E-01	2.89E-03
0.418	0.482	2.47E-01	8.50E-03	2.60E-03	1.08E-01	2.95E-03
0.418	0.582	2.18E-01	8.95E-03	2.60E-03	9.35E-02	3.18E-03
0.418	0.682	1.97E-01	9.46E-03	2.60E-03	8.32E-02	3.43E-03
0.418	0.822	1.75E-01	1.02E-02	2.60E-03	7.27E-02	3.78E-03
0.418	1.022	1.53E-01	1.12E-02	2.60E-03	6.25E-02	4.28E-03
0.418	1.222	1.38E-01	1.22E-02	2.60E-03	5.53E-02	4.78E-03
0.418	1.422	1.27E-01	1.31E-02	2.60E-03	4.98E-02	5.27E-03
0.418	1.622	1.18E-01	1.41E-02	2.60E-03	4.55E-02	5.77E-03
0.418	1.822	1.11E-01	1.51E-02	2.60E-03	4.20E-02	6.27E-03
0.418	2.022	1.05E-01	1.62E-02	2.60E-03	3.90E-02	6.78E-03
0.418	2.522	9.37E-02	1.86E-02	2.60E-03	3.32E-02	7.99E-03
0.418	3.022	8.61E-02	2.09E-02	2.60E-03	2.89E-02	9.16E-03
0.418	4.022	7.63E-02	2.54E-02	2.60E-03	2.27E-02	1.14E-02
0.418	5.022	7.04E-02	2.95E-02	2.60E-03	1.83E-02	1.35E-02
0.418	7.022	6.44E-02	3.65E-02	2.60E-03	1.25E-02	1.70E-02
0.418	10.022	6.10E-02	4.41E-02	2.60E-03	7.53E-03	2.07E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.418	0.462	2.55E-01	1.02E-02	3.53E-03	1.11E-01	3.32E-03
0.418	0.482	2.48E-01	1.03E-02	3.53E-03	1.08E-01	3.39E-03
0.418	0.582	2.18E-01	1.10E-02	3.53E-03	9.32E-02	3.73E-03
0.418	0.682	1.97E-01	1.17E-02	3.53E-03	8.28E-02	4.07E-03
0.418	0.822	1.75E-01	1.26E-02	3.53E-03	7.23E-02	4.54E-03
0.418	1.022	1.54E-01	1.39E-02	3.53E-03	6.19E-02	5.20E-03
0.418	1.222	1.39E-01	1.53E-02	3.53E-03	5.46E-02	5.89E-03
0.418	1.422	1.27E-01	1.67E-02	3.53E-03	4.91E-02	6.58E-03
0.418	1.622	1.19E-01	1.80E-02	3.53E-03	4.47E-02	7.25E-03
0.418	1.822	1.12E-01	1.94E-02	3.53E-03	4.11E-02	7.91E-03
0.418	2.022	1.06E-01	2.07E-02	3.53E-03	3.80E-02	8.57E-03
0.418	2.522	9.53E-02	2.39E-02	3.53E-03	3.20E-02	1.02E-02
0.418	3.022	8.80E-02	2.70E-02	3.53E-03	2.74E-02	1.17E-02
0.418	4.022	7.90E-02	3.26E-02	3.53E-03	2.09E-02	1.45E-02
0.418	5.022	7.39E-02	3.76E-02	3.53E-03	1.64E-02	1.70E-02
0.418	7.022	6.91E-02	4.55E-02	3.53E-03	1.06E-02	2.10E-02
0.418	10.022	6.67E-02	5.33E-02	3.53E-03	5.92E-03	2.49E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.418	0.462	2.56E-01	1.40E-02	5.53E-03	1.11E-01	4.26E-03
0.418	0.482	2.48E-01	1.43E-02	5.53E-03	1.07E-01	4.36E-03
0.418	0.582	2.19E-01	1.54E-02	5.53E-03	9.24E-02	4.91E-03
0.418	0.682	1.98E-01	1.64E-02	5.53E-03	8.19E-02	5.43E-03
0.418	0.822	1.76E-01	1.79E-02	5.53E-03	7.13E-02	6.20E-03
